User_ID,Latitude,Longitude,Date,Time,Movement_Duration,Distance,Speed,Area_ID,Area_Name,Transport_Mode,Activity_Type,Weather,Day,Hour,Weekday,Weekend_Weekday
P4179,23.333896,77.346064,2026-02-12,21:53,16.63,17.38,73.45,AR01,Area_A,Bus,Leisure,Clear,Thursday,21,3,Weekday
P4179,23.327896,77.355851,2026-02-24,17:31,,0.62,2.63,AR01,Area_A,Walking,Social,Clear,Tuesday,17,1,Weekday
P4179,23.250374,77.406997,2026-02-04,12:27,23.66,2.97,8.0,AR05,Area_E,Bicycle,Social,Clear,Wednesday,12,2,Weekday
P4179,23.251883,77.427787,2026-01-16,08:24,25.87,30.98,72.91,AR05,,Bus,Leisure,Clear,Friday,8,4,Weekday
P4179,23.243775,77.387033,2025-11-14,13:37,9.78,0.65,3.84,AR05,Area_E,Walking,Commute,Cloudy,Friday,13,4,Weekday
P4179,23.308809,77.327266,2026-01-31,15:17,14.7,1.74,7.31,AR01,Area_A,Walking,Unknown,Cloudy,Saturday,15,5,Weekend
P1719,23.321811,77.343588,2026-02-19,16:39,16.2,5.95,21.69,AR01,Area_A,Bicycle,,Fog,Thursday,16,3,Weekday
P1719,23.231262,77.335696,2025-12-27,18:11,9.82,1.13,9.1,AR04,Area_D,,Commute,Clear,Saturday,18,5,Weekend
P1719,23.253246,77.351466,2026-01-24,19:30,24.14,2.12,5.3,AR04,Area_D,Walking,Commute,Clear,Saturday,19,5,Weekend
P1719,23.316883,77.360708,2025-11-28,14:57,15.0,1.93,7.81,AR01,Area_A,Walking,Unknown,Rain,Friday,14,4,Weekday
P1719,23.325497,77.344372,2026-01-21,20:01,17.26,12.43,56.19,AR01,Area_A,Car,Social,,Wednesday,20,2,Weekday
P1719,23.326507,77.322201,2025-11-20,09:08,20.1,8.41,30.05,AR01,Area_A,Car,Social,Clear,Thursday,9,3,Weekday
P1719,23.255417,77.346313,2026-02-07,18:21,6.55,3.36,28.59,AR04,Area_D,Car,,Cloudy,Saturday,18,5,Weekend
P1719,23.260745,77.332325,2025-12-18,17:19,30.43,6.88,13.58,AR04,Area_D,Bicycle,Commute,Rain,Thursday,17,3,Weekday
P1719,23.245393,77.32585,2025-12-07,13:25,18.96,1.31,5.68,AR04,Area_D,,Commute,,Sunday,13,6,Weekend
P1719,23.306015,77.330772,2025-12-13,18:52,8.54,0.47,4.47,AR01,Area_A,Walking,Unknown,Clear,Saturday,18,5,Weekend
P1719,23.321199,77.321478,2026-01-27,13:05,9.45,10.04,77.51,AR01,Area_A,Car,,Clear,Tuesday,13,1,Weekday
P1719,23.318453,77.346578,2026-01-02,08:04,21.7,6.87,22.89,AR01,Area_A,Bicycle,Leisure,Rain,Friday,8,4,Weekday
P1719,23.247101,77.368336,2026-01-31,12:49,14.24,1.63,7.6,AR04,Area_D,Walking,Commute,Rain,Saturday,12,5,Weekend
P1719,23.318979,77.409594,2025-11-22,14:53,13.44,6.27,31.16,AR02,Area_B,Car,Leisure,Rain,Saturday,14,5,Weekend
P1719,23.314159,77.34749,2026-01-20,13:36,18.17,5.09,23.26,AR01,Area_A,Bicycle,Commute,Cloudy,Tuesday,13,1,Weekday
P1719,23.231953,77.346815,2026-01-20,01:33,8.91,2.55,16.17,AR04,Area_D,Bicycle,Commute,Clear,Tuesday,1,1,Weekday
P1719,23.328881,77.359659,2025-12-16,12:21,15.14,5.47,22.69,AR01,Area_A,Bicycle,Leisure,Cloudy,Tuesday,12,1,Weekday
P2063,23.251378,77.407372,2026-02-12,11:24,17.88,15.5,55.06,AR05,Area_E,Car,Commute,Cloudy,Thursday,11,3,Weekday
P2063,23.342747,77.496973,2025-12-06,19:29,52.57,5.15,7.61,AR03,Area_C,Walking,Education,Rain,Saturday,19,5,Weekend
P2063,23.313186,77.470643,2025-11-04,20:10,12.86,5.38,31.32,AR03,Area_C,Car,Commute,Clear,Tuesday,20,1,Weekday
P2063,23.252893,77.410829,2025-12-06,09:36,33.48,19.01,34.48,AR05,Area_E,Car,Work,,Saturday,9,5,Weekend
P2063,23.315044,77.472993,2026-02-06,07:57,,5.32,33.03,AR03,Area_C,Motorbike,Education,Cloudy,Friday,7,4,Weekday
P2063,23.329355,77.474691,2026-01-20,19:00,14.3,15.26,64.63,AR03,Area_C,Bus,Commute,Clear,Tuesday,19,1,Weekday
P2063,23.22349,77.414386,2026-01-16,08:33,16.97,21.97,71.47,AR05,Area_E,Bus,Work,Cloudy,Friday,8,4,Weekday
P2063,23.309648,77.494038,2026-02-23,19:17,16.44,6.64,24.78,AR03,Area_C,Car,Commute,Clear,Monday,19,0,Weekday
P2063,23.249858,77.466286,2026-01-20,06:06,13.69,0.43,1.89,AR06,Area_F,Walking,Medical,Cloudy,Tuesday,6,1,Weekday
P2063,23.297418,77.479396,2026-01-03,18:13,62.98,1.94,2.04,AR03,Area_C,Walking,Commute,Clear,Saturday,18,5,Weekend
P2063,23.255185,77.399449,2026-01-28,16:13,48.65,2.59,4.29,AR05,Area_E,Walking,Commute,Clear,Wednesday,16,2,Weekday
P2063,23.245195,77.393148,2026-01-07,18:19,18.83,0.91,3.61,AR05,Area_E,Walking,Commute,Clear,Wednesday,18,2,Weekday
P2063,23.31863,77.466545,2026-01-29,07:51,17.65,6.42,20.24,AR03,Area_C,Bicycle,Education,Rain,Thursday,7,3,Weekday
P2063,23.249535,77.410607,2025-12-05,10:13,12.57,11.67,59.07,AR05,Area_E,,Commute,Cloudy,Friday,10,4,Weekday
P2063,23.331733,77.407336,2025-12-14,17:35,15.33,1.2,5.59,AR02,Area_B,Walking,Leisure,Rain,Sunday,17,6,Weekend
P2063,23.24399,77.413288,2026-02-09,13:32,10.0,0.83,6.31,AR05,Area_E,Walking,Commute,Clear,Monday,13,0,Weekday
P2063,23.249739,77.410049,2026-01-20,08:18,32.07,3.2,6.69,AR05,Area_E,Walking,Leisure,Clear,Tuesday,8,1,Weekday
P2063,23.300092,77.46456,2025-11-09,14:10,20.58,4.22,11.67,AR03,Area_C,Bicycle,Education,Rain,Sunday,14,6,Weekend
P2063,23.320616,77.464669,2026-02-01,18:03,13.76,,5.12,AR03,Area_C,Walking,Commute,Cloudy,Sunday,18,6,Weekend
P2063,23.263268,77.415981,2025-11-27,12:58,13.61,11.43,56.53,AR05,Area_E,Bus,Work,Fog,Thursday,12,3,Weekday
P2063,23.321256,77.491082,2025-12-03,05:50,42.42,20.89,27.07,AR03,Area_C,Car,Education,Clear,Wednesday,5,2,Weekday
P2063,23.3075,77.498689,2025-11-11,08:14,21.33,7.96,21.49,AR03,,Train,Education,Clear,Tuesday,8,1,Weekday
P2063,23.237277,77.408728,2025-11-20,11:24,14.95,3.92,14.88,AR05,Area_E,Bicycle,Commute,Fog,Thursday,11,3,Weekday
P2063,23.311279,77.480462,2025-12-28,06:22,21.72,16.14,47.52,AR03,Area_C,Car,Education,Rain,Sunday,6,6,Weekend
P2063,23.240145,77.396308,2025-11-15,11:38,31.36,2.19,5.67,AR05,Area_E,Walking,Commute,Clear,Saturday,11,5,Weekend
P2063,23.261065,77.421018,2025-12-30,14:38,20.32,4.43,15.93,AR05,Area_E,,Commute,Rain,Tuesday,14,1,Weekday
P2063,23.254128,77.414246,2025-11-03,14:34,59.79,4.26,6.0,AR05,Area_E,Walking,Work,,Monday,14,0,Weekday
P2063,23.314075,77.474345,2026-01-06,07:16,17.74,4.72,21.99,AR03,Area_C,Bicycle,Education,Clear,Tuesday,7,1,Weekday
P2063,23.274966,77.422329,2026-02-13,11:10,23.46,3.82,9.26,AR05,Area_E,Bicycle,Commute,Cloudy,Friday,11,4,Weekday
P2063,23.311673,77.472437,2025-11-23,14:54,16.23,10.21,44.04,AR03,Area_C,Car,Commute,Clear,Sunday,14,6,Weekend
P2063,23.325726,77.473862,2026-01-15,11:06,66.39,12.96,15.51,AR03,Area_C,Bicycle,Education,Rain,Thursday,11,3,Weekday
P2063,23.321597,77.481439,2025-12-14,00:29,18.84,17.1,68.58,AR03,Area_C,Bus,Commute,Rain,Sunday,0,6,Weekend
P2063,23.256528,77.480781,2025-11-19,18:18,34.16,32.51,71.97,AR06,Area_F,Car,Medical,Cloudy,Wednesday,18,2,Weekday
P2063,23.323438,77.469165,2026-02-15,14:30,11.47,0.2,1.16,AR03,Area_C,Walking,Education,,Sunday,14,6,Weekend
P2063,23.333459,77.451256,2026-01-17,07:39,49.21,18.33,21.78,AR03,Area_C,Bicycle,Education,Clear,Saturday,7,5,Weekend
P5414,23.173421,77.386975,2026-02-14,22:25,17.89,19.72,68.73,AR08,Area_H,Bus,Commute,Clear,Saturday,22,5,Weekend
P5414,23.214105,77.358599,2026-01-11,10:11,6.08,,23.13,AR07,Area_G,Bicycle,Leisure,Clear,Sunday,10,6,Weekend
P5414,23.203756,77.468204,2026-01-20,12:17,16.55,,30.72,AR09,Area_I,Car,Leisure,Cloudy,Tuesday,12,1,Weekday
P5414,23.267055,77.472732,2026-02-01,11:08,25.22,15.53,33.96,AR06,Area_F,Car,Commute,Clear,Sunday,11,6,Weekend
P5414,23.177398,77.411192,2025-12-06,19:46,39.62,0.84,1.48,AR08,Area_H,Walking,Work,Clear,Saturday,19,5,Weekend
P5414,23.18834,77.467859,2025-11-19,18:07,25.45,7.16,23.58,AR09,Area_I,Motorbike,Leisure,Clear,Wednesday,18,2,Weekday
P5414,23.182781,77.480774,2026-02-24,18:05,50.94,4.21,6.81,AR09,Area_I,Walking,Unknown,,Tuesday,18,1,Weekday
P5414,23.187512,77.40858,2026-01-15,20:14,23.4,3.86,9.1,AR08,,Bicycle,Work,,Thursday,20,3,Weekday
P5414,23.175312,77.424096,2025-11-18,07:25,20.1,1.02,3.83,AR08,Area_H,Walking,Commute,Clear,Tuesday,7,1,Weekday
P5414,23.183934,77.446759,2026-01-14,19:34,38.49,49.96,73.99,AR09,Area_I,Car,Social,Clear,Wednesday,19,2,Weekday
P5414,23.155248,77.407522,2025-11-03,10:10,13.31,11.07,52.04,AR08,Area_H,Bus,Work,Clear,Monday,10,0,Weekday
P5414,23.192853,77.397962,2025-12-30,19:19,23.33,12.86,38.24,AR08,Area_H,Bus,Work,Clear,Tuesday,19,1,Weekday
P5414,23.199629,77.486116,2025-12-10,13:55,22.02,6.18,15.67,AR09,Area_I,Bicycle,Commute,,Wednesday,13,2,Weekday
P5414,23.177147,77.49521,2026-02-23,12:32,23.73,1.02,2.67,AR09,Area_I,Walking,Commute,Cloudy,Monday,12,0,Weekday
P5414,23.177913,77.400937,2026-02-09,06:29,32.68,2.26,4.58,AR08,Area_H,Walking,Work,Cloudy,Monday,6,0,Weekday
P5414,23.195391,77.402996,2025-12-28,03:41,9.87,0.4,2.99,AR08,Area_H,Walking,Work,Cloudy,Sunday,3,6,Weekend
P5414,23.193279,77.417442,2026-01-12,17:10,31.61,33.99,67.56,AR08,Area_H,Bus,Work,Cloudy,Monday,17,0,Weekday
P5414,23.191731,77.409944,2026-02-12,07:09,30.19,2.6,6.05,AR08,Area_H,Walking,Work,Rain,Thursday,7,3,Weekday
P5414,23.198168,77.459818,2026-02-21,19:01,13.62,1.69,6.9,AR09,Area_I,Walking,,Clear,Saturday,19,5,Weekend
P5414,23.182382,77.422175,2025-11-17,19:31,12.17,0.29,1.82,AR08,Area_H,Walking,Commute,Clear,Monday,19,0,Weekday
P5414,23.30072,77.331686,2026-01-25,13:50,5.85,0.65,6.55,AR01,Area_A,Walking,Social,Clear,Sunday,13,6,Weekend
P5414,23.207138,77.416164,2025-11-11,13:18,6.7,0.53,6.57,AR08,Area_H,Walking,Work,,Tuesday,13,1,Weekday
P5414,23.177064,77.394978,2026-01-15,19:30,12.07,15.3,70.88,AR08,Area_H,Motorbike,Work,Rain,Thursday,19,3,Weekday
P5414,23.193061,77.416109,2026-01-17,09:34,46.98,6.92,10.53,AR08,Area_H,Bicycle,Commute,,Saturday,9,5,Weekend
P5414,23.161418,77.459689,2025-12-14,17:05,27.47,11.57,25.49,AR09,Area_I,Train,Social,Rain,Sunday,17,6,Weekend
P5414,23.173454,77.479207,2026-02-03,18:21,18.38,1.68,7.77,AR09,Area_I,Walking,Unknown,Clear,Tuesday,18,1,Weekday
P5414,23.192606,77.491473,2025-11-04,18:25,11.32,14.06,68.99,AR09,Area_I,Car,Social,,Tuesday,18,1,Weekday
P5414,23.176585,77.47102,2025-11-04,21:41,8.59,2.57,18.06,AR09,Area_I,Bicycle,Unknown,Rain,Tuesday,21,1,Weekday
P5414,23.209128,77.406372,2025-12-23,06:05,27.21,,42.81,AR08,Area_H,Car,Work,Clear,Tuesday,6,1,Weekday
P5414,23.175117,77.475797,2025-12-23,09:45,15.13,8.24,35.26,AR09,Area_I,Car,Leisure,Rain,Tuesday,9,1,Weekday
P5414,23.165087,77.422253,2025-11-23,16:40,4.42,0.35,5.17,AR08,Area_H,,,Cloudy,Sunday,16,6,Weekend
P5414,23.180045,77.48292,2026-01-29,12:57,32.17,7.95,17.63,AR09,Area_I,Bicycle,Unknown,Rain,Thursday,12,3,Weekday
P5414,23.179651,77.4653,2026-01-06,17:48,10.13,2.66,16.89,AR09,Area_I,,Commute,Fog,Tuesday,17,1,Weekday
P5414,23.172147,77.431722,2025-12-10,16:22,16.16,8.76,33.77,AR08,Area_H,Car,Commute,Fog,Wednesday,16,2,Weekday
P5414,23.167421,77.411942,2026-02-15,19:46,14.98,1.26,6.56,AR08,Area_H,Walking,Work,Cloudy,Sunday,19,6,Weekend
P5414,23.166788,77.396699,2026-02-08,18:01,31.45,9.1,16.37,AR08,Area_H,Bicycle,Work,Cloudy,Sunday,18,6,Weekend
P5414,23.173364,77.399634,2026-02-09,19:54,19.41,28.33,79.73,AR08,Area_H,Bus,Work,Clear,Monday,19,0,Weekday
P5414,23.183486,77.481574,2026-02-23,09:18,13.95,17.79,70.65,AR09,Area_I,Bus,,Cloudy,Monday,9,0,Weekday
P5414,23.182259,77.414506,2026-01-14,00:44,8.62,0.33,2.13,AR08,Area_H,Walking,Commute,Clear,Wednesday,0,2,Weekday
P5414,23.182517,77.485758,2025-12-24,14:28,11.56,1.12,7.75,AR09,Area_I,Walking,Commute,Clear,Wednesday,14,2,Weekday
P2946,23.265839,77.361401,2025-12-16,08:02,11.92,12.49,70.92,AR04,Area_D,Motorbike,Unknown,Clear,Tuesday,8,1,Weekday
P2946,23.257079,77.31164,2026-01-12,15:05,7.11,2.93,32.63,AR04,Area_D,Car,Commute,Cloudy,Monday,15,0,Weekday
P2946,23.256481,77.34162,2025-11-09,16:39,16.27,3.05,13.19,AR04,Area_D,Bicycle,,Clear,Sunday,16,6,Weekend
P2946,23.261041,77.351559,2026-01-08,17:17,12.91,0.38,1.93,AR04,Area_D,Walking,Unknown,Rain,Thursday,17,3,Weekday
P2946,23.230023,77.347722,2025-12-12,14:19,32.11,26.73,56.43,AR04,Area_D,Motorbike,Commute,Rain,Friday,14,4,Weekday
P2946,23.265242,77.330604,2026-01-11,17:14,25.13,16.11,35.07,AR04,Area_D,Motorbike,Commute,Cloudy,Sunday,17,6,Weekend
P2946,23.263585,77.344295,2025-12-05,07:36,34.93,2.49,5.2,AR04,Area_D,Walking,,Clear,Friday,7,4,Weekday
P2946,23.263955,77.355862,2025-12-11,21:27,6.58,0.17,1.64,AR04,Area_D,Walking,Unknown,Rain,Thursday,21,3,Weekday
P2946,23.241511,77.321816,2026-02-01,13:35,14.76,13.81,79.33,AR04,Area_D,Train,Commute,Clear,Sunday,13,6,Weekend
P2946,23.193064,77.41025,2025-12-20,21:36,22.21,1.85,4.88,AR08,Area_H,Walking,Work,Cloudy,Saturday,21,5,Weekend
P2946,23.261459,77.322121,2026-02-28,09:52,12.25,0.96,5.77,AR04,Area_D,Walking,Commute,Cloudy,Saturday,9,5,Weekend
P2946,23.249864,77.337302,2026-01-01,17:20,47.47,8.14,12.29,AR04,Area_D,Bicycle,,Rain,Thursday,17,3,Weekday
P2946,23.237506,77.323447,2026-02-27,07:39,69.41,6.23,6.42,AR04,Area_D,Walking,Commute,Cloudy,Friday,7,4,Weekday
P2946,23.320966,77.419717,2025-11-22,13:05,13.55,9.65,47.76,AR02,Area_B,Car,,Clear,Saturday,13,5,Weekend
P2946,23.266115,77.339328,2025-12-13,13:18,48.59,46.28,56.91,AR04,Area_D,Bus,Commute,Rain,Saturday,13,5,Weekend
P2946,23.281705,77.469343,2026-02-02,08:58,26.87,22.22,68.0,AR06,Area_F,Car,,Cloudy,Monday,8,0,Weekday
P2946,23.241624,77.330839,2025-12-20,19:45,6.71,2.15,19.12,AR04,Area_D,Bicycle,Unknown,Clear,Saturday,19,5,Weekend
P2946,23.253464,77.346702,2026-02-21,16:31,9.53,0.61,4.45,AR04,Area_D,Walking,Commute,Clear,Saturday,16,5,Weekend
P2946,23.251303,77.3362,2026-01-09,14:50,14.77,0.23,1.02,AR04,Area_D,Walking,Commute,Cloudy,Friday,14,4,Weekday
P2946,23.249364,77.328758,2025-12-05,08:30,12.4,10.49,60.36,AR04,Area_D,Bus,Commute,Rain,Friday,8,4,Weekday
P2946,23.24902,77.417441,2026-02-01,21:38,24.17,1.51,3.85,AR05,Area_E,Walking,,Rain,Sunday,21,6,Weekend
P2946,23.248121,77.352751,2025-12-06,13:04,9.42,2.89,19.17,AR04,Area_D,Bicycle,Commute,Clear,Saturday,13,5,Weekend
P2946,23.248745,77.341938,2026-02-18,02:54,36.73,11.11,19.1,AR04,Area_D,Bicycle,Unknown,,Wednesday,2,2,Weekday
P0316,23.326973,77.35423,2025-11-16,21:33,19.06,1.23,5.13,AR01,Area_A,Walking,Commute,Fog,Sunday,21,6,Weekend
P0316,23.235528,77.339524,2026-02-22,06:13,49.45,30.35,44.88,AR04,Area_D,Motorbike,Unknown,Clear,Sunday,6,6,Weekend
P0316,23.267159,77.334587,2025-11-15,09:59,18.48,1.23,4.05,AR04,Area_D,Walking,Commute,,Saturday,9,5,Weekend
P0316,23.195133,77.326436,2026-01-14,06:18,32.53,7.08,14.56,AR07,Area_G,Bicycle,Social,Clear,Wednesday,6,2,Weekday
P0316,23.25536,77.35355,2026-02-02,22:28,15.29,2.91,11.77,AR04,Area_D,Bicycle,Commute,Clear,Monday,22,0,Weekday
P0316,23.251965,77.342743,2026-01-25,08:31,23.24,2.33,7.94,AR04,Area_D,Walking,Unknown,Cloudy,Sunday,8,6,Weekend
P0316,23.317003,77.352244,2025-12-14,13:57,40.88,41.0,57.79,AR01,Area_A,Car,,Rain,Sunday,13,6,Weekend
P0316,23.234143,77.345624,2025-11-29,05:13,24.73,8.17,18.93,AR04,Area_D,Bicycle,Commute,Clear,Saturday,5,5,Weekend
P0316,23.262699,77.343142,2026-02-21,16:47,20.01,0.3,1.17,AR04,Area_D,Walking,,Clear,Saturday,16,5,Weekend
P0316,23.170722,77.389195,2026-02-10,19:47,8.91,1.16,8.3,AR08,Area_H,Bicycle,Work,Rain,Tuesday,19,1,Weekday
P0316,23.180149,77.508482,2025-11-25,17:47,29.88,35.05,66.09,AR09,Area_I,Bus,Leisure,Clear,Tuesday,17,1,Weekday
P0316,23.187409,77.479043,2025-12-22,17:03,7.49,1.12,10.65,AR09,Area_I,Bicycle,,,Monday,17,0,Weekday
P0316,23.196191,77.480973,2026-01-01,17:58,24.18,25.33,66.08,AR09,Area_I,Bus,Leisure,Clear,Thursday,17,3,Weekday
P0316,23.18557,77.448597,2026-02-24,10:11,29.96,2.61,5.65,AR09,Area_I,Walking,,Clear,Tuesday,10,1,Weekday
P0316,23.165788,77.492132,2026-01-07,17:33,26.78,11.03,23.07,AR09,Area_I,Bus,Commute,Cloudy,Wednesday,17,2,Weekday
P0316,23.228506,77.328389,2025-12-17,04:26,39.31,3.25,6.7,AR04,Area_D,Walking,Commute,Clear,Wednesday,4,2,Weekday
P0316,23.178255,77.490323,2026-01-30,15:20,15.04,8.4,32.69,AR09,Area_I,Bus,Social,Clear,Friday,15,4,Weekday
P0316,23.240595,77.348408,2026-02-15,22:09,16.31,9.92,51.47,AR04,Area_D,Car,,Clear,Sunday,22,6,Weekend
P0316,23.250817,77.346648,2026-01-03,08:51,9.59,2.66,19.36,AR04,,Bicycle,Commute,Cloudy,Saturday,8,5,Weekend
P0316,23.16359,77.475008,2025-12-08,08:26,7.24,0.4,4.31,AR09,Area_I,Walking,Leisure,Cloudy,Monday,8,0,Weekday
P0316,23.26235,77.338643,2026-02-05,07:44,46.12,15.99,24.41,AR04,Area_D,Bicycle,Unknown,Cloudy,Thursday,7,3,Weekday
P0316,23.297224,77.39985,2025-11-28,14:54,14.37,4.61,25.05,AR02,Area_B,Car,Commute,Clear,Friday,14,4,Weekday
P0316,23.230244,77.354273,2026-01-12,19:36,22.89,19.64,56.31,AR04,Area_D,,Commute,Cloudy,Monday,19,0,Weekday
P0316,23.321123,77.358867,2026-01-29,08:41,8.79,9.81,74.6,AR01,Area_A,Bus,Social,Fog,Thursday,8,3,Weekday
P0316,23.256395,77.358812,2025-11-22,01:53,13.46,1.53,9.27,AR04,Area_D,Bicycle,Unknown,Clear,Saturday,1,5,Weekend
P0316,23.255692,77.410951,2025-12-30,21:30,14.34,14.61,63.85,AR05,Area_E,Car,Work,Clear,Tuesday,21,1,Weekday
P0316,23.244947,77.333885,2025-11-14,14:23,32.15,1.36,3.33,AR04,Area_D,Walking,Commute,Clear,Friday,14,4,Weekday
P0316,23.213431,77.342719,2026-02-14,02:57,12.21,1.11,7.09,AR04,Area_D,Walking,Commute,Clear,Saturday,2,5,Weekend
P0316,23.187029,77.47859,2025-11-18,18:30,38.42,15.87,25.42,AR09,Area_I,Bus,Social,Clear,Tuesday,18,1,Weekday
P0439,23.168204,77.379666,2026-01-30,12:28,20.56,16.75,59.38,AR07,Area_G,Motorbike,Leisure,Rain,Friday,12,4,Weekday
P0439,23.335006,77.455913,2025-11-27,21:42,19.68,4.19,16.44,AR03,Area_C,Bicycle,Education,Clear,Thursday,21,3,Weekday
P0439,23.057634,77.621382,2025-12-11,21:56,42.65,1.77,2.8,AR10,Area_J,Walking,Leisure,Cloudy,Thursday,21,3,Weekday
P0439,23.17158,77.366185,2025-11-16,09:18,40.48,9.92,15.14,AR07,Area_G,Bicycle,Leisure,Rain,Sunday,9,6,Weekend
P0439,23.182152,77.421871,2025-12-11,21:29,8.06,1.83,17.38,AR08,Area_H,Bicycle,Work,Cloudy,Thursday,21,3,Weekday
P0439,23.183624,77.343906,2026-01-09,15:07,19.09,11.67,41.36,AR07,Area_G,Motorbike,Leisure,Clear,Friday,15,4,Weekday
P0439,23.177272,77.322578,2025-12-30,03:01,18.76,15.65,61.28,AR07,Area_G,Car,Unknown,,Tuesday,3,1,Weekday
P0439,23.326435,77.499173,2026-01-11,08:08,16.2,8.19,35.72,AR03,Area_C,Car,Commute,Fog,Sunday,8,6,Weekend
P0439,23.172428,77.35222,2025-12-03,07:44,16.17,18.41,66.97,AR07,Area_G,,Leisure,,Wednesday,7,2,Weekday
P0439,23.187502,77.326147,2026-02-03,11:09,11.86,11.98,64.0,AR07,Area_G,Bus,Leisure,Cloudy,Tuesday,11,1,Weekday
P0439,23.184199,77.35368,2026-02-11,13:39,29.71,9.99,21.47,AR07,Area_G,,Social,Cloudy,Wednesday,13,2,Weekday
P0439,23.16784,77.344773,2025-12-04,16:25,22.72,3.97,9.71,AR07,Area_G,Bicycle,Leisure,Fog,Thursday,16,3,Weekday
P0439,23.177568,77.342908,2025-11-21,14:59,24.42,6.61,21.31,AR07,Area_G,Bicycle,,Clear,Friday,14,4,Weekday
P0439,23.248895,77.345259,2026-02-14,14:22,8.68,0.81,7.58,AR04,Area_D,Walking,Commute,Cloudy,Saturday,14,5,Weekend
P0439,23.325024,77.436116,2026-02-21,13:27,37.65,4.12,6.96,AR02,Area_B,Walking,Shopping,Rain,Saturday,13,5,Weekend
P0439,23.316449,77.473027,2025-11-22,14:17,15.62,1.16,4.54,AR03,Area_C,Walking,Education,Rain,Saturday,14,5,Weekend
P0439,23.288893,77.488016,2025-11-08,02:02,15.34,0.26,1.11,AR03,Area_C,,Commute,Clear,Saturday,2,5,Weekend
P0439,23.320309,77.492032,2026-02-01,08:57,8.66,1.03,7.73,AR03,Area_C,Walking,Education,Clear,Sunday,8,6,Weekend
P0439,23.301927,77.408799,2026-02-02,20:01,16.61,12.57,59.25,AR02,Area_B,Car,,Rain,Monday,20,0,Weekday
P0439,23.326112,77.342997,2025-12-07,13:43,17.17,1.49,5.96,AR01,Area_A,Walking,,Clear,Sunday,13,6,Weekend
P0439,23.297211,77.507074,2025-11-20,11:05,15.38,18.34,67.46,AR03,Area_C,Motorbike,Commute,Clear,Thursday,11,3,Weekday
P0439,23.185423,77.349887,2026-02-24,18:11,8.44,5.47,40.44,AR07,Area_G,Car,Leisure,Clear,Tuesday,18,1,Weekday
P0439,23.204281,77.335742,2025-11-17,09:32,38.26,5.11,8.23,AR07,Area_G,Bicycle,Social,Clear,Monday,9,0,Weekday
P0439,23.320965,77.470206,2025-12-16,18:34,24.42,1.23,3.94,AR03,Area_C,Walking,Education,Cloudy,Tuesday,18,1,Weekday
P0439,23.33812,77.411393,2026-02-14,05:54,14.94,17.0,75.43,AR02,Area_B,Train,Work,Clear,Saturday,5,5,Weekend
P0439,23.334617,77.504257,2026-01-18,16:12,11.51,0.39,2.65,AR03,Area_C,Walking,Commute,Clear,Sunday,16,6,Weekend
P0439,23.204657,77.338362,2025-12-09,12:48,42.7,3.78,6.89,AR07,Area_G,,Social,Clear,Tuesday,12,1,Weekday
P0439,23.317589,77.483323,2026-02-19,08:03,5.63,0.14,1.65,AR03,Area_C,Walking,Social,Cloudy,Thursday,8,3,Weekday
P0439,23.332238,77.47713,2026-02-15,06:09,32.36,21.63,42.17,AR03,Area_C,Bus,Education,Clear,Sunday,6,6,Weekend
P0439,23.29798,77.496812,2026-01-22,22:25,8.8,,16.32,AR03,Area_C,Bicycle,Social,Fog,Thursday,22,3,Weekday
P0439,23.292596,77.467685,2025-11-20,20:12,9.0,3.02,18.52,AR03,Area_C,Bicycle,Education,Rain,Thursday,20,3,Weekday
P0439,23.31894,77.489963,2025-12-19,07:27,6.11,0.37,3.87,AR03,Area_C,Walking,Commute,Rain,Friday,7,4,Weekday
P0439,23.31184,77.481681,2026-01-28,07:16,10.59,3.19,21.36,AR03,Area_C,Bicycle,Education,Cloudy,Wednesday,7,2,Weekday
P0439,23.177881,77.330147,2025-11-21,09:43,20.39,4.93,13.28,AR07,Area_G,Bicycle,,Clear,Friday,9,4,Weekday
P0439,23.088861,77.626258,2025-12-13,17:28,15.2,1.38,6.45,AR10,Area_J,Walking,Commute,Clear,Saturday,17,5,Weekend
P1794,23.242068,77.403097,2025-12-12,06:21,17.41,4.46,14.58,AR05,Area_E,Bicycle,Commute,Cloudy,Friday,6,4,Weekday
P1794,23.319931,77.472204,2025-11-27,18:38,18.26,23.71,78.75,AR03,Area_C,Car,Social,Rain,Thursday,18,3,Weekday
P1794,23.169146,77.467221,2026-01-26,08:43,38.13,1.6,2.79,AR09,Area_I,Walking,Commute,Cloudy,Monday,8,0,Weekday
P1794,23.32743,77.480325,2026-02-26,13:55,31.39,8.75,18.91,AR03,Area_C,Bicycle,Education,Cloudy,Thursday,13,3,Weekday
P1794,23.247755,77.498169,2026-02-04,20:31,4.46,0.77,10.56,AR06,Area_F,Bicycle,Commute,Clear,Wednesday,20,2,Weekday
P1794,23.176318,77.485313,2025-12-21,13:20,31.1,29.79,69.15,AR09,Area_I,Car,Leisure,Clear,Sunday,13,6,Weekend
P1794,23.313104,77.478621,2025-12-17,09:46,6.98,1.66,18.54,AR03,Area_C,Bicycle,Education,Clear,Wednesday,9,2,Weekday
P1794,23.232458,77.329578,2025-11-28,08:03,17.78,6.2,21.59,AR04,Area_D,Bus,Unknown,Clear,Friday,8,4,Weekday
