Area_ID,Area_Name,Latitude,Longitude,POI_ID,POI_Type,POI_Name,Road_Name,Nearby_Road,Distance_From_City_Center,Area_Type
AR09,Area_I,23.184375,77.467582,POI-AR09-007,Shopping Area,Garden Shopping Area 7,Golden Road 11,East Highway 37,9.37,Residential
AR09,Area_I,23.166227,77.49472,POI-AR09-008,Park,Golden Park 8,East Boulevard 11,Star Highway 7,12.72,Residential
AR09,Area_I,23.181183,77.484447,POI-AR09-009,Bus Stop,Old Bus Stop 9,Palm Highway 10,East Highway 37,10.79,Residential
AR09,Area_I,23.191322,77.473556,POI-AR09-010,Shopping Area,West Shopping Area 10,Palm Highway 10,New Highway 8,9.21,Residential
AR09,Area_I,23.18455,77.494451,POI-AR09-011,Market,Central Market 11,New Highway 8,Golden Road 11,11.29,Residential
AR09,Area_I,23.177707,77.464072,POI-AR09-012,Intersection,Golden Intersection 12,Palm Highway 10,East Highway 37,9.75,Residential
AR09,Area_I,23.19319,77.508092,POI-AR09-013,Bus Stop,Palm Bus Stop 13,New Street 27,East Highway 37,11.85,Residential
AR09,Area_I,23.178488,77.484326,POI-AR09-014,Road,Garden Road 14,East Highway 37,Palm Highway 10,11.0,Residential
AR09,Area_I,23.175917,77.466019,POI-AR09-015,Office Area,Silver Office Area 15,Golden Road 11,Star Highway 7,10.03,Residential
AR10,Area_J,23.085792,77.614946,POI-AR10-001,Park,Garden Park 1,Green Lane 22,North Boulevard 1,27.79,Mixed
AR10,Area_J,23.081301,77.616141,POI-AR10-002,Hospital,West Hospital 2,Green Lane 22,Silver Highway 26,28.21,Mixed
AR10,Area_J,23.077007,77.596442,POI-AR10-003,Market,Silver Market 3,North Boulevard 1,Silver Highway 26,27.08,Mixed
AR10,Area_J,23.078402,77.624874,POI-AR10-004,Market,Silver Market 4,North Boulevard 1,Green Lane 22,29.1,Mixed
AR10,Area_J,23.07102,77.61079,POI-AR10-005,Restaurant,Lake Restaurant 5,North Boulevard 1,Green Lane 22,28.59,Mixed
AR10,Area_J,23.07352,77.600114,POI-AR10-006,Intersection,Hill Intersection 6,Green Lane 22,Central Lane 12,27.62,Mixed
AR10,Area_J,23.067642,77.608158,POI-AR10-007,School,North School 7,Central Lane 12,Silver Highway 26,28.66,Mixed
AR10,Area_J,23.069016,77.607561,POI-AR10-008,Restaurant,South Restaurant 8,North Boulevard 1,Green Lane 22,28.51,Mixed
AR10,Area_J,23.063141,77.623817,POI-AR10-009,Park,Union Park 9,Central Lane 12,Silver Highway 26,30.16,Mixed
AR10,Area_J,23.070617,77.610372,POI-AR10-010,Shopping Area,West Shopping Area 10,Silver Highway 26,Central Lane 12,28.59,Mixed
AR10,Area_J,23.046804,77.589985,POI-AR10-011,School,Golden School 11,Silver Highway 26,Green Lane 22,29.14,Mixed
AR10,Area_J,23.076901,77.614731,POI-AR10-012,Office Area,Old Office Area 12,Green Lane 22,Central Lane 12,28.43,Mixed
AR10,Area_J,23.071841,77.619627,POI-AR10-013,Restaurant,West Restaurant 13,North Boulevard 1,Green Lane 22,29.18,Mixed
AR10,Area_J,23.076978,77.611106,POI-AR10-014,Residential Area,West Residential Area 14,North Boulevard 1,Silver Highway 26,28.16,Mixed
AR10,Area_J,23.055823,77.598129,POI-AR10-015,Restaurant,Garden Restaurant 15,Central Lane 12,Silver Highway 26,28.92,Mixed
AR10,Area_J,23.054927,77.600148,POI-AR10-016,Bus Stop,Golden Bus Stop 16,Silver Highway 26,Central Lane 12,29.13,Mixed
AR10,Area_J,23.065883,77.606364,POI-AR10-017,Shopping Area,Union Shopping Area 17,North Boulevard 1,Central Lane 12,28.67,Mixed
